5,64752
3,41285
2,25147
1,49471
3,46452
2,02001
1,45271
2,97074
1,94384
1,48115
7,00649
5,81829
5,47157
11,1854
5,61418
3,93694
2,90227
5,70165
3,91552
2,87165
5,61282
3,80982
2,97416
10,6178
11,5171
10,8682
16,8721
8,59472
5,95333
4,4612
8,50532
5,88205
4,48054
8,42064
5,73292
4,55264
15,9295
17,2649
16,3506
22,3369
11,2183
7,93612
6,03095
11,227
7,83237
5,79351
11,2881
7,70818
5,97567
21,3142
23,0484
21,8104
